transaction_amount,account_age_days,user_past_orders,avg_order_value,session_duration_sec,pages_viewed,typing_speed_score,device_trust_score,email_reputation_score,ip_risk_score,geo_distance_km,failed_payment_attempts,time_since_last_order_hours,target
35.12838586675411,184.7535666432549,6.0,17.74731033840051,415.33619881347886,13.0,0.6254896657726408,0.7505138260739864,0.5154846388427405,0.13100192153841855,287.2371231493155,1.0,139.52727013316317,legit
,59.27715219614842,3.0,25.294182654559524,103.52576175134912,3.0,0.750477155540268,0.44117416255055014,0.6837835221902266,0.15934338916789656,1916.7971629766487,0.0,54.53485527387655,suspicious
51.30988975964009,319.02613876000254,15.0,21.473121205894817,,4.0,0.8645878178717981,0.3413451899384253,,0.4085883705281504,30.05163692322598,0.0,,suspicious
60.30891934311569,515.7721503778707,9.0,31.311360277884962,139.53895852421854,4.0,0.6336055963260165,0.5912607736151978,0.8638688685883078,0.2755091470351667,382.05862599815515,0.0,454.9553470689204,legit
,160.72790066460598,4.0,16.8638359688726,125.59729103925117,3.0,0.5907860226702062,0.6472494099249548,0.7520267315615885,0.3890119629814651,695.7149127246153,0.0,99.42371010873467,suspicious
8.963380279401909,807.4125715860815,23.0,10.019377041039048,418.61740323241435,13.0,0.3224467294254267,0.5968901588908058,0.8245154538796656,,,0.0,130.45661589956916,legit
30.224847249019117,450.98770985122434,15.0,39.96011940694995,58.30555266177792,0.0,0.5507953655511808,0.5292344525751602,0.5488473028498384,0.2460593272257478,154.71163048891168,0.0,96.98245672122488,suspicious
20.721955627581202,667.7446594311134,18.0,26.957659180113453,108.33416882572723,4.0,0.35921528227566146,,0.7408989056546106,0.2002528062783835,546.5181968142329,1.0,39.20569224918502,fraud
26.728195410910406,421.84490912945637,22.0,38.173486362064956,165.31294280506793,2.0,0.5357036682586458,0.390833907641584,0.7493517416334872,0.2678794234582276,377.61432507586034,0.0,190.5179539724982,legit
13.13017033984791,297.71491711818425,13.0,41.26224300818864,265.3719844419661,7.0,0.15562104078002137,0.48682430359815354,0.7634819475633701,0.34662478598463814,386.3666664962814,0.0,73.58285682144448,suspicious
57.25347152764495,254.92268866448427,5.0,14.42058456604776,76.65412423191219,3.0,0.418974434604504,0.578482907899152,0.9346932806852852,0.41212965027856924,527.2517935626947,0.0,38.64722693609162,fraud
52.516276237131144,409.52023216956815,10.0,25.931286168432617,288.37543562888186,11.0,0.4830589808906195,0.7811874153395418,0.6186283884961187,0.1554381233698607,358.71461853657644,0.0,54.29000607137919,legit
28.677879972330363,435.71797908790415,13.0,14.796933151559836,246.4115930739544,7.0,0.7394226355018166,0.9174863695697929,0.3682793518743064,0.17554254324712548,261.8940197609277,1.0,109.85291831233866,legit
70.67946131240657,,7.0,6.448830607372453,65.89722930118606,0.0,0.5316807029145174,0.9343179176285824,0.9209427604777215,0.3953312004758078,234.82312053377947,1.0,187.51545612673215,fraud
40.341589765703745,292.1966351550832,4.0,16.464299399863783,115.64832954398572,3.0,0.5025931621518201,0.8961373361624846,0.8192267130914533,0.2365093677894401,145.06673056979528,0.0,176.74715080057481,legit
13.060617526673616,1082.5144782135856,34.0,14.938532641550589,149.01716257097442,4.0,0.6400980001967336,0.587120581928555,0.7516438942547878,0.025325073123471462,426.80144612312677,0.0,12.621436166347525,legit
37.09336699640346,366.0616669278324,11.0,33.82529799273452,,13.0,0.48000961511689294,0.47620284397188894,0.4321002490537813,0.4249128948322908,236.93675302790223,1.0,39.96666825926979,suspicious
12.000517685254469,393.0621247261982,14.0,19.688504993691684,469.6223741250824,14.0,0.6787827098289941,0.9469605183061109,0.8002761656557768,0.3443250290346582,38.35408641870691,0.0,96.2847832548532,legit
57.20737113679831,917.6573478437288,21.0,31.91814339249461,321.91083921930687,8.0,0.4348789029709305,0.8510896687072675,0.6216331521831112,0.33947371119696274,39.6634976333512,,20.945276100671567,legit
